id,Name,titleProject_id,class,score,login,password
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,SGTwNm4Y
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,Ffph4zkN
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,tKTKYlqk
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,6StVnytQ
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,0w78Pf8M
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,dreaPq8w
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,H0PJjAcv
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,AsuKxDTA
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,D2yS4yBC
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,EGd4a4Sb
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,74uXGtZe
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,Xl8yqwRb
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,qOfG5Ol0
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,27SkO6Uf
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,iQlXqFjK
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,jJgV8Fjs
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,8vAoMyLm
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,CyTonacj
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,gZfZRq0Y
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,5As1Dt1O
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,AnnlbnZM
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,FeIkZOgv
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,cv7B9Jpg
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,JOZRQ3Rt
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,Dzl1JsQV
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,7XWyt39k
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,5xMrCX7V
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,wO2P9BEM
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,DcbmdajO
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,OFFzFBF5
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,iG6roCrf
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,ito1xcM1
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,Rsar3rZh
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,I5WpJPOk
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,1Dl4T59G
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,fPmMcSew
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,SpE9Aytf
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,9lN2ebI1
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,G3gkujZ8
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,xGNeoTos
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,QQYHsPKN
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,daxFWAmo
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,GM6dTTde
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,lGd1x86l
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,dGuspbwt
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,H8Qe6PUC
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,XD3D0xtC
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,BJPoYtek
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,8QwZGxHF
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,jqQrwWpf
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,pZmwLae3
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,K6MGPIAO
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,5Du7hKrv
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,1nPljbkz
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,h1l8cNIw
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,8AZSzAYT
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,dN0jKTKj
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,9aUL25DA
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,VJdenkXd
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,vtPcZWrw
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,Tj5O299k
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,i2FNfEQB
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,3JAfyLlL
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,9JyOulqc
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,LoRihC7N
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,ev8QXDdB
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,jQoq3qLP
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,OHC1bEeB
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,ARu13Mjm
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,AReCFPs1
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,ZaFbfW4l
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,ZVpO27Xo
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,JjJlxvAh
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,VSlea2cG
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,rBa7hPGw
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,ylHypp6x
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,1xmiMLgy
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,a9IdsZt0
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,wfYVJkfI
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,VViZabbA
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,a1i9v5ph
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,Fav8YWbd
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,0midcGpb
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,Ta6ipA8o
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,GifTtZAQ
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,9hTzWWqv
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,f0K9fRUb
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,y6JpyX3w
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,qokdtWEq
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,Q2zgXJW8
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,kta5ATbL
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,SBLZbQzB
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,NEXvlHeu
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,W7IokEWD
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,HABIt618
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,eBqJuYIC
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,ec0FZmHE
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,FVnxguo0
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,axE4SNU0
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,eLvrvdzx
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,pRuM7uun
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,a3vGBylW
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,C0zIyHc2
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,eYHvwsOa
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,NAHudfEY
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,NvXGBAfu
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,CznYNUpt
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,uQQsEh6u
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,j0XOkBWd
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,Hq0iOlHH
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,rseTMPdo
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,1ZtI7ZeH
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,75EGqAOm
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,GmIOvjj4
438,Милина Алена Петровна,359,8г,3,Милина_АП,p8dDOd8b
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,4jx11kmq
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,8WyYwtDj
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,qEb5WYzf
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,CP6mvbzj
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,PlHjaa16
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,nHpE3vJT
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,5Ynm5wQk
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,7woYBmWg
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,F58GTYRc
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,XFwdk1rt
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,Y9IH9HMF
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,gwyFlGq7
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,6cgC7B5s
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,8VGlFHoa
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,XzwBNJHj
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,YCHiVANU
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,ppBHTeM1
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,RnjNuUBD
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,DXQmKi8Z
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,civYdyuF
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,7C4xBlqc
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,r4ZUkGHB
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,G2djqpQc
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,Y3tMtVut
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,jkmDh7WO
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,mOVLfkoV
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,Qpoi3vC4
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,yltZNY7a
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,2NpBPNWa
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,6sfpqvBi
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,oih8IsOd
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,zNgtLEVR
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,TR4cEVFF
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,U2ce5Dsn
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,sUVS67UD
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,JNUzOm6G
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,WnhzD0n4
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,jj7kOgU4
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,RRwRa7qf
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,pWeo1faH
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,k2pGiGLi
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,onMDJ4ks
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,DRUhqLQY
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,956fmKjn
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,3FroExjl
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,1VFqFE8h
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,4G2G1VbY
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,Pq45AFAW
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,EUMwIBOC
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,O4YfknVP
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,exhWDtQR
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,NXWsPLx2
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,V1nvyRZy
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,xRMwrA7T
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,icBf7PLp
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,A0txsaBT
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,NnEycKaf
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,gKZvteZq
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,6cnNqRH0
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,4CLuzSng
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,gnCoG4jQ
